RN,TS,F2UR,F3UF,F4NBDM,F5NBDR,F6NBDF
1,7/30/2016 0:00,0.0,0.0,0.0,0.0,0.0
2,7/30/2016 0:15,0.0,0.0,0.0,0.0,0.0
3,7/30/2016 0:30,0.0,0.0,0.0,0.0,0.0
4,7/30/2016 0:45,0.0,0.0,0.0,0.0,0.0
5,7/30/2016 1:00,0.0,0.0,0.0,0.0,0.0
6,7/30/2016 1:15,0.0,0.0,0.0,0.0,0.0
7,7/30/2016 1:30,0.0,0.0,0.0,0.0,0.0
8,7/30/2016 1:45,0.0,0.0,0.0,0.0,0.0
9,7/30/2016 2:00,0.0,0.0,0.0,0.0,0.0
10,7/30/2016 2:15,0.0,0.0,0.0,0.0,0.0
11,7/30/2016 2:30,0.0,0.0,0.0,0.0,0.0
12,7/30/2016 2:45,0.0,0.0,0.0,0.0,0.0
13,7/30/2016 3:00,0.0,0.0,0.0,0.0,0.0
14,7/30/2016 3:15,0.0,0.0,0.0,0.0,0.0
15,7/30/2016 3:30,0.0,0.0,0.0,0.0,0.0
16,7/30/2016 3:45,0.0,0.0,0.0,0.0,0.0
17,7/30/2016 4:00,0.0,0.0,0.0,0.0,0.0
18,7/30/2016 4:15,0.0,0.0,0.0,0.0,0.0
19,7/30/2016 4:30,0.0,0.0,0.0,0.0,0.0
20,7/30/2016 4:45,0.0,0.0,0.0,0.0,0.0
21,7/30/2016 5:00,0.0,0.0,0.0,0.0,0.0
22,7/30/2016 5:15,0.0,0.0,0.0,0.0,0.0
23,7/30/2016 5:30,0.0,0.0,0.0,0.0,0.0
24,7/30/2016 5:45,0.0,0.0,0.0,0.0,0.0
25,7/30/2016 6:00,0.0,0.0,0.0,0.0,0.0
26,7/30/2016 6:15,0.0,0.0,0.0,0.0,0.0
27,7/30/2016 6:30,0.0,0.0,0.0,0.0,0.0
28,7/30/2016 6:45,0.0,0.0,0.0,0.0,0.0
29,7/30/2016 7:00,0.0,0.0,0.0,0.0,0.0
30,7/30/2016 7:15,0.0,0.0,0.0,0.0,0.0
31,7/30/2016 7:30,0.0,0.0,0.0,0.0,0.0
32,7/30/2016 7:45,0.0,0.0,0.0,0.0,0.0
33,7/30/2016 8:00,0.0,0.0,0.0,0.0,0.0
34,7/30/2016 8:15,0.0,0.0,0.0,0.0,0.0
35,7/30/2016 8:30,0.0,0.0,0.0,0.0,0.0
36,7/30/2016 8:45,0.0,0.0,0.0,0.0,0.0
37,7/30/2016 9:00,0.0,0.0,0.0,0.0,0.0
38,7/30/2016 9:15,0.0,0.0,0.0,0.0,0.0
39,7/30/2016 9:30,0.0,0.0,0.0,0.0,0.0
40,7/30/2016 9:45,0.0,0.0,0.0,0.0,0.0
41,7/30/2016 10:00,0.0,0.0,0.0,0.0,0.0
42,7/30/2016 10:15,0.0,0.0,0.0,0.0,0.0
43,7/30/2016 10:30,0.0,0.0,0.0,0.0,0.0
44,7/30/2016 10:45,0.0,0.0,0.0,0.0,0.0
45,7/30/2016 11:00,0.0,0.0,0.0,0.0,0.0
46,7/30/2016 11:15,0.0,0.0,0.0,0.0,0.0
47,7/30/2016 11:30,0.0,0.0,0.0,0.0,0.0
48,7/30/2016 11:45,0.0,0.0,0.0,0.0,0.0
49,7/30/2016 12:00,0.0,0.0,0.0,0.0,0.0
50,7/30/2016 12:15,0.0,0.0,0.0,0.0,0.0
51,7/30/2016 12:30,0.0,0.0,0.0,0.0,0.0
52,7/30/2016 12:45,0.0,0.0,0.0,0.0,0.0
53,7/30/2016 13:00,0.0,0.0,0.0,0.0,0.0
54,7/30/2016 13:15,0.0,0.0,0.0,0.0,0.0
55,7/30/2016 13:30,0.0,0.0,0.0,0.0,0.0
56,7/30/2016 13:45,0.0,0.0,0.0,0.0,0.0
57,7/30/2016 14:00,0.0,0.0,0.0,0.0,0.0
58,7/30/2016 14:15,0.0,0.0,0.0,0.0,0.0
59,7/30/2016 14:30,0.0,0.0,0.0,0.0,0.0
60,7/30/2016 14:45,0.0,0.0,0.0,0.0,0.0
61,7/30/2016 15:00,0.0,0.0,0.0,0.0,0.0
62,7/30/2016 15:15,0.0,0.0,0.0,0.0,0.0
63,7/30/2016 15:30,0.0,0.0,0.0,0.0,0.0
64,7/30/2016 15:45,0.0,0.0,0.0,0.0,0.0
65,7/30/2016 16:00,0.0,0.0,0.0,0.0,0.0
66,7/30/2016 16:15,0.0,0.0,0.0,0.0,0.0
67,7/30/2016 16:30,0.0,0.0,0.0,0.0,0.0
68,7/30/2016 16:45,0.0,0.0,0.0,0.0,0.0
69,7/30/2016 17:00,0.0,0.0,0.0,0.0,0.0
70,7/30/2016 17:15,0.0,0.0,0.0,0.0,0.0
71,7/30/2016 17:30,0.0,0.0,0.0,0.0,0.0
72,7/30/2016 17:45,0.0,0.0,0.0,0.0,0.0
73,7/30/2016 18:00,0.0,0.0,0.0,0.0,0.0
74,7/30/2016 18:15,0.0,0.0,0.0,0.0,0.0
75,7/30/2016 18:30,0.0,8.5,106.1,137.8,0.0
76,7/30/2016 18:45,0.0,0.0,0.0,79.8,0.0
77,7/30/2016 19:00,0.0,0.0,0.0,21.8,0.0
78,7/30/2016 19:15,0.0,0.0,15.2,0.0,0.0
79,7/30/2016 19:30,0.0,50.8,0.0,0.0,0.0
80,7/30/2016 19:45,0.0,0.0,0.0,0.0,0.0
81,7/30/2016 20:00,0.0,0.0,0.0,0.0,0.0
82,7/30/2016 20:15,27.4,0.0,0.0,0.0,0.0
83,7/30/2016 20:30,0.0,0.0,0.0,0.0,22.4
84,7/30/2016 20:45,0.0,0.0,0.0,0.0,22.4
85,7/30/2016 21:00,0.0,0.0,0.0,0.0,14.9
86,7/30/2016 21:15,0.0,0.0,0.0,0.0,14.9
87,7/30/2016 21:30,0.0,0.0,0.0,0.0,14.9
88,7/30/2016 21:45,0.0,0.0,0.0,0.0,14.9
89,7/30/2016 22:00,0.0,0.0,0.0,0.0,7.5
90,7/30/2016 22:15,0.0,0.0,0.0,0.0,7.5
91,7/30/2016 22:30,0.0,0.0,0.0,0.0,7.5
92,7/30/2016 22:45,0.0,0.0,0.0,0.0,0.0
93,7/30/2016 23:00,0.0,0.0,0.0,0.0,0.0
94,7/30/2016 23:15,0.0,0.0,0.0,0.0,0.0
95,7/30/2016 23:30,0.0,0.0,0.0,0.0,0.0
96,7/30/2016 23:45,0.0,0.0,0.0,0.0,0.0
97,7/31/2016 0:00,0.0,0.0,0.0,0.0,0.0
98,7/31/2016 0:15,0.0,0.0,0.0,0.0,0.0
99,7/31/2016 0:30,0.0,0.0,0.0,0.0,0.0
100,7/31/2016 0:45,0.0,0.0,0.0,0.0,0.0
101,7/31/2016 1:00,0.0,0.0,0.0,0.0,0.0
102,7/31/2016 1:15,0.0,0.0,0.0,0.0,0.0
103,7/31/2016 1:30,0.0,0.0,0.0,0.0,0.0
104,7/31/2016 1:45,0.0,0.0,0.0,0.0,0.0
105,7/31/2016 2:00,0.0,0.0,0.0,0.0,0.0
106,7/31/2016 2:15,0.0,0.0,0.0,0.0,0.0
107,7/31/2016 2:30,0.0,0.0,0.0,0.0,0.0
108,7/31/2016 2:45,0.0,0.0,0.0,0.0,0.0
109,7/31/2016 3:00,0.0,0.0,0.0,0.0,0.0
110,7/31/2016 3:15,0.0,0.0,0.0,0.0,0.0
111,7/31/2016 3:30,0.0,0.0,0.0,0.0,0.0
112,7/31/2016 3:45,0.0,0.0,0.0,0.0,0.0
113,7/31/2016 4:00,0.0,0.0,0.0,0.0,0.0
114,7/31/2016 4:15,0.0,0.0,0.0,0.0,0.0
115,7/31/2016 4:30,0.0,0.0,0.0,0.0,0.0
116,7/31/2016 4:45,0.0,0.0,0.0,0.0,0.0
117,7/31/2016 5:00,0.0,0.0,0.0,0.0,0.0
118,7/31/2016 5:15,0.0,0.0,0.0,0.0,0.0
119,7/31/2016 5:30,0.0,0.0,0.0,0.0,0.0
120,7/31/2016 5:45,0.0,0.0,0.0,0.0,0.0
121,7/31/2016 6:00,0.0,0.0,0.0,0.0,0.0
122,7/31/2016 6:15,0.0,0.0,0.0,0.0,0.0
123,7/31/2016 6:30,0.0,0.0,0.0,0.0,0.0
124,7/31/2016 6:45,0.0,0.0,0.0,0.0,0.0
125,7/31/2016 7:00,0.0,0.0,0.0,0.0,0.0
126,7/31/2016 7:15,0.0,0.0,0.0,0.0,0.0
127,7/31/2016 7:30,0.0,0.0,0.0,0.0,0.0
128,7/31/2016 7:45,0.0,0.0,0.0,0.0,0.0
129,7/31/2016 8:00,0.0,0.0,0.0,0.0,0.0
130,7/31/2016 8:15,0.0,0.0,0.0,0.0,0.0
131,7/31/2016 8:30,6.9,0.0,0.0,0.0,0.0
132,7/31/2016 8:45,6.9,0.0,0.0,0.0,0.0
133,7/31/2016 9:00,0.0,0.0,0.0,0.0,0.0
134,7/31/2016 9:15,0.0,0.0,0.0,0.0,0.0
135,7/31/2016 9:30,0.0,0.0,0.0,0.0,0.0
136,7/31/2016 9:45,0.0,0.0,0.0,0.0,0.0
137,7/31/2016 10:00,0.0,0.0,0.0,0.0,0.0
138,7/31/2016 10:15,0.0,0.0,0.0,0.0,0.0
139,7/31/2016 10:30,0.0,0.0,0.0,0.0,0.0
140,7/31/2016 10:45,0.0,0.0,0.0,0.0,0.0
141,7/31/2016 11:00,0.0,0.0,0.0,0.0,0.0
142,7/31/2016 11:15,0.0,0.0,0.0,0.0,0.0
143,7/31/2016 11:30,0.0,0.0,0.0,0.0,0.0
144,7/31/2016 11:45,0.0,0.0,0.0,0.0,0.0
145,7/31/2016 12:00,0.0,0.0,0.0,0.0,0.0
146,7/31/2016 12:15,0.0,0.0,0.0,0.0,0.0
147,7/31/2016 12:30,0.0,0.0,0.0,0.0,0.0
148,7/31/2016 12:45,0.0,0.0,0.0,0.0,0.0
149,7/31/2016 13:00,0.0,0.0,0.0,0.0,0.0
150,7/31/2016 13:15,0.0,0.0,0.0,0.0,0.0
151,7/31/2016 13:30,0.0,0.0,0.0,0.0,0.0
152,7/31/2016 13:45,0.0,0.0,0.0,0.0,0.0
153,7/31/2016 14:00,0.0,0.0,0.0,0.0,0.0
154,7/31/2016 14:15,0.0,0.0,0.0,0.0,0.0
155,7/31/2016 14:30,0.0,0.0,0.0,0.0,0.0
156,7/31/2016 14:45,0.0,0.0,0.0,0.0,0.0
157,7/31/2016 15:00,0.0,0.0,0.0,0.0,0.0
158,7/31/2016 15:15,0.0,0.0,0.0,0.0,0.0
159,7/31/2016 15:30,0.0,0.0,0.0,0.0,0.0
160,7/31/2016 15:45,0.0,0.0,0.0,0.0,0.0
161,7/31/2016 16:00,0.0,0.0,0.0,0.0,0.0
162,7/31/2016 16:15,0.0,0.0,0.0,0.0,0.0
163,7/31/2016 16:30,0.0,0.0,0.0,0.0,0.0
164,7/31/2016 16:45,0.0,0.0,0.0,0.0,0.0
165,7/31/2016 17:00,0.0,0.0,0.0,0.0,0.0
166,7/31/2016 17:15,0.0,0.0,0.0,0.0,0.0
167,7/31/2016 17:30,0.0,0.0,0.0,0.0,0.0
168,7/31/2016 17:45,0.0,0.0,0.0,0.0,0.0
169,7/31/2016 18:00,0.0,0.0,0.0,0.0,0.0
170,7/31/2016 18:15,0.0,0.0,0.0,0.0,0.0
171,7/31/2016 18:30,0.0,0.0,0.0,0.0,0.0
172,7/31/2016 18:45,0.0,0.0,0.0,0.0,0.0
173,7/31/2016 19:00,0.0,0.0,0.0,0.0,0.0
174,7/31/2016 19:15,0.0,0.0,0.0,0.0,0.0
175,7/31/2016 19:30,0.0,0.0,0.0,0.0,0.0
176,7/31/2016 19:45,0.0,0.0,0.0,0.0,0.0
177,7/31/2016 20:00,0.0,0.0,0.0,0.0,0.0
178,7/31/2016 20:15,0.0,0.0,0.0,0.0,0.0
179,7/31/2016 20:30,0.0,0.0,0.0,0.0,0.0
180,7/31/2016 20:45,0.0,0.0,0.0,0.0,0.0
181,7/31/2016 21:00,0.0,0.0,0.0,0.0,0.0
182,7/31/2016 21:15,0.0,0.0,0.0,0.0,0.0
183,7/31/2016 21:30,0.0,0.0,0.0,0.0,0.0
184,7/31/2016 21:45,0.0,0.0,0.0,0.0,0.0
185,7/31/2016 22:00,13.7,0.0,0.0,0.0,0.0
186,7/31/2016 22:15,0.0,0.0,0.0,0.0,0.0
187,7/31/2016 22:30,0.0,0.0,0.0,0.0,0.0
188,7/31/2016 22:45,0.0,0.0,0.0,0.0,0.0
189,7/31/2016 23:00,0.0,0.0,0.0,0.0,0.0
190,7/31/2016 23:15,0.0,0.0,0.0,0.0,0.0
191,7/31/2016 23:30,0.0,0.0,0.0,0.0,0.0
192,7/31/2016 23:45,0.0,0.0,0.0,0.0,0.0
193,8/1/2016 0:00,0.0,0.0,0.0,0.0,0.0
194,8/1/2016 0:15,0.0,0.0,0.0,0.0,0.0
195,8/1/2016 0:30,0.0,0.0,0.0,0.0,0.0
196,8/1/2016 0:45,0.0,0.0,0.0,0.0,0.0
197,8/1/2016 1:00,0.0,0.0,0.0,0.0,0.0
198,8/1/2016 1:15,0.0,0.0,0.0,0.0,0.0
199,8/1/2016 1:30,0.0,0.0,0.0,0.0,0.0
200,8/1/2016 1:45,0.0,0.0,0.0,0.0,0.0
201,8/1/2016 2:00,0.0,0.0,0.0,0.0,0.0
202,8/1/2016 2:15,0.0,0.0,0.0,0.0,0.0
203,8/1/2016 2:30,0.0,0.0,0.0,0.0,0.0
204,8/1/2016 2:45,0.0,0.0,0.0,0.0,0.0
205,8/1/2016 3:00,0.0,0.0,0.0,0.0,0.0
206,8/1/2016 3:15,0.0,0.0,0.0,0.0,0.0
207,8/1/2016 3:30,0.0,0.0,0.0,0.0,0.0
208,8/1/2016 3:45,0.0,0.0,0.0,0.0,0.0
209,8/1/2016 4:00,0.0,0.0,0.0,0.0,0.0
210,8/1/2016 4:15,0.0,0.0,0.0,0.0,0.0
211,8/1/2016 4:30,0.0,0.0,0.0,0.0,0.0
212,8/1/2016 4:45,0.0,0.0,0.0,0.0,0.0
213,8/1/2016 5:00,0.0,0.0,0.0,0.0,0.0
214,8/1/2016 5:15,0.0,0.0,0.0,0.0,0.0
215,8/1/2016 5:30,0.0,0.0,0.0,0.0,0.0
216,8/1/2016 5:45,0.0,0.0,0.0,0.0,0.0
217,8/1/2016 6:00,0.0,0.0,0.0,0.0,0.0
218,8/1/2016 6:15,0.0,0.0,0.0,0.0,0.0
219,8/1/2016 6:30,0.0,0.0,0.0,0.0,0.0
220,8/1/2016 6:45,0.0,0.0,0.0,0.0,0.0
221,8/1/2016 7:00,0.0,0.0,0.0,0.0,0.0
222,8/1/2016 7:15,0.0,0.0,0.0,0.0,0.0
223,8/1/2016 7:30,0.0,0.0,0.0,0.0,0.0
224,8/1/2016 7:45,0.0,0.0,0.0,0.0,0.0
225,8/1/2016 8:00,0.0,0.0,0.0,0.0,0.0
226,8/1/2016 8:15,0.0,0.0,0.0,0.0,0.0
227,8/1/2016 8:30,0.0,0.0,0.0,0.0,0.0
228,8/1/2016 8:45,54.8,0.0,0.0,0.0,0.0
229,8/1/2016 9:00,61.7,0.0,0.0,0.0,0.0
230,8/1/2016 9:15,0.0,0.0,0.0,0.0,0.0
231,8/1/2016 9:30,0.0,0.0,0.0,0.0,0.0
232,8/1/2016 9:45,0.0,0.0,0.0,0.0,0.0
233,8/1/2016 10:00,0.0,0.0,0.0,0.0,0.0
234,8/1/2016 10:15,0.0,0.0,0.0,0.0,0.0
235,8/1/2016 10:30,0.0,0.0,0.0,0.0,0.0
236,8/1/2016 10:45,0.0,0.0,0.0,0.0,0.0
237,8/1/2016 11:00,0.0,0.0,0.0,0.0,0.0
238,8/1/2016 11:15,0.0,0.0,0.0,0.0,0.0
239,8/1/2016 11:30,0.0,0.0,0.0,0.0,0.0
240,8/1/2016 11:45,0.0,0.0,0.0,0.0,0.0
241,8/1/2016 12:00,0.0,0.0,0.0,0.0,0.0
242,8/1/2016 12:15,0.0,0.0,0.0,0.0,0.0
243,8/1/2016 12:30,0.0,0.0,0.0,0.0,0.0
244,8/1/2016 12:45,0.0,0.0,0.0,0.0,0.0
245,8/1/2016 13:00,0.0,0.0,0.0,0.0,0.0
246,8/1/2016 13:15,0.0,0.0,0.0,0.0,0.0
247,8/1/2016 13:30,0.0,0.0,0.0,0.0,0.0
248,8/1/2016 13:45,0.0,0.0,0.0,0.0,0.0
249,8/1/2016 14:00,0.0,0.0,0.0,0.0,0.0
250,8/1/2016 14:15,0.0,0.0,0.0,0.0,0.0
251,8/1/2016 14:30,0.0,0.0,0.0,0.0,0.0
252,8/1/2016 14:45,0.0,0.0,0.0,0.0,0.0
253,8/1/2016 15:00,0.0,0.0,0.0,0.0,0.0
254,8/1/2016 15:15,0.0,0.0,0.0,0.0,0.0
255,8/1/2016 15:30,0.0,0.0,0.0,0.0,0.0
256,8/1/2016 15:45,0.0,0.0,0.0,0.0,0.0
257,8/1/2016 16:00,0.0,0.0,0.0,0.0,0.0
258,8/1/2016 16:15,0.0,0.0,0.0,0.0,0.0
259,8/1/2016 16:30,0.0,0.0,0.0,0.0,0.0
260,8/1/2016 16:45,0.0,0.0,0.0,0.0,0.0
261,8/1/2016 17:00,0.0,0.0,0.0,0.0,0.0
262,8/1/2016 17:15,0.0,0.0,0.0,0.0,0.0
263,8/1/2016 17:30,0.0,0.0,0.0,0.0,0.0
264,8/1/2016 17:45,0.0,0.0,0.0,0.0,0.0
265,8/1/2016 18:00,0.0,0.0,0.0,0.0,0.0
266,8/1/2016 18:15,0.0,0.0,0.0,0.0,0.0
267,8/1/2016 18:30,0.0,0.0,0.0,0.0,0.0
268,8/1/2016 18:45,0.0,0.0,0.0,0.0,0.0
269,8/1/2016 19:00,0.0,0.0,0.0,0.0,0.0
270,8/1/2016 19:15,0.0,0.0,0.0,0.0,0.0
271,8/1/2016 19:30,0.0,0.0,0.0,0.0,0.0
272,8/1/2016 19:45,0.0,0.0,0.0,0.0,0.0
273,8/1/2016 20:00,0.0,0.0,0.0,0.0,0.0
274,8/1/2016 20:15,0.0,0.0,0.0,0.0,0.0
275,8/1/2016 20:30,0.0,0.0,0.0,0.0,0.0
276,8/1/2016 20:45,0.0,0.0,0.0,0.0,0.0
277,8/1/2016 21:00,0.0,0.0,0.0,0.0,0.0
278,8/1/2016 21:15,0.0,0.0,0.0,0.0,0.0
279,8/1/2016 21:30,0.0,0.0,0.0,0.0,0.0
280,8/1/2016 21:45,0.0,0.0,0.0,0.0,0.0
281,8/1/2016 22:00,0.0,0.0,0.0,0.0,0.0
282,8/1/2016 22:15,0.0,0.0,0.0,0.0,0.0
283,8/1/2016 22:30,0.0,0.0,0.0,0.0,0.0
284,8/1/2016 22:45,0.0,0.0,0.0,0.0,0.0
285,8/1/2016 23:00,0.0,0.0,0.0,0.0,0.0
286,8/1/2016 23:15,0.0,0.0,0.0,0.0,0.0
287,8/1/2016 23:30,0.0,0.0,0.0,0.0,0.0
288,8/1/2016 23:45,0.0,0.0,0.0,0.0,0.0
289,8/2/2016 0:00,0.0,0.0,0.0,0.0,0.0
290,8/2/2016 0:15,0.0,0.0,0.0,0.0,0.0
291,8/2/2016 0:30,0.0,0.0,0.0,0.0,0.0
292,8/2/2016 0:45,0.0,0.0,0.0,0.0,0.0
293,8/2/2016 1:00,0.0,0.0,0.0,0.0,0.0
294,8/2/2016 1:15,0.0,0.0,0.0,0.0,0.0
295,8/2/2016 1:30,0.0,0.0,0.0,0.0,0.0
296,8/2/2016 1:45,0.0,0.0,0.0,0.0,0.0
297,8/2/2016 2:00,0.0,0.0,0.0,0.0,0.0
298,8/2/2016 2:15,0.0,0.0,0.0,0.0,0.0
299,8/2/2016 2:30,0.0,0.0,0.0,0.0,0.0
300,8/2/2016 2:45,0.0,0.0,0.0,0.0,0.0
301,8/2/2016 3:00,0.0,0.0,0.0,0.0,0.0
302,8/2/2016 3:15,0.0,0.0,0.0,0.0,0.0
303,8/2/2016 3:30,0.0,0.0,0.0,0.0,0.0
304,8/2/2016 3:45,0.0,0.0,0.0,0.0,0.0
305,8/2/2016 4:00,0.0,0.0,0.0,0.0,0.0
306,8/2/2016 4:15,0.0,0.0,0.0,0.0,0.0
307,8/2/2016 4:30,0.0,0.0,0.0,0.0,0.0
308,8/2/2016 4:45,0.0,0.0,0.0,0.0,0.0
309,8/2/2016 5:00,0.0,0.0,0.0,0.0,0.0
310,8/2/2016 5:15,0.0,0.0,0.0,0.0,0.0
311,8/2/2016 5:30,0.0,0.0,0.0,0.0,0.0
312,8/2/2016 5:45,0.0,0.0,0.0,0.0,0.0
