RN,TS,F2UR,F3UF,F4NBDM,F5NBDR,F6NBDF
622,8/5/2016 11:15,0.0,0.0,0.0,0.0,0.0
623,8/5/2016 11:30,0.0,0.0,0.0,0.0,0.0
624,8/5/2016 11:45,116.5,0.0,0.0,0.0,0.0
625,8/5/2016 12:00,0.0,0.0,0.0,0.0,0.0
626,8/5/2016 12:15,0.0,0.0,0.0,0.0,0.0
627,8/5/2016 12:30,0.0,0.0,0.0,0.0,0.0
628,8/5/2016 12:45,0.0,0.0,0.0,0.0,0.0
629,8/5/2016 13:00,0.0,0.0,0.0,0.0,0.0
630,8/5/2016 13:15,0.0,0.0,0.0,0.0,0.0
631,8/5/2016 13:30,0.0,0.0,0.0,0.0,0.0
632,8/5/2016 13:45,0.0,0.0,0.0,0.0,0.0
633,8/5/2016 14:00,0.0,0.0,0.0,0.0,0.0
634,8/5/2016 14:15,0.0,0.0,0.0,0.0,0.0
635,8/5/2016 14:30,0.0,0.0,0.0,0.0,0.0
636,8/5/2016 14:45,0.0,0.0,0.0,0.0,0.0
637,8/5/2016 15:00,0.0,0.0,0.0,0.0,0.0
638,8/5/2016 15:15,0.0,0.0,0.0,0.0,0.0
639,8/5/2016 15:30,0.0,0.0,0.0,0.0,0.0
640,8/5/2016 15:45,0.0,0.0,0.0,0.0,0.0
641,8/5/2016 16:00,0.0,0.0,0.0,7.3,0.0
642,8/5/2016 16:15,0.0,0.0,0.0,0.0,0.0
643,8/5/2016 16:30,0.0,0.0,0.0,0.0,0.0
644,8/5/2016 16:45,0.0,0.0,0.0,0.0,0.0
645,8/5/2016 17:00,0.0,0.0,0.0,0.0,0.0
646,8/5/2016 17:15,0.0,0.0,0.0,0.0,0.0
647,8/5/2016 17:30,0.0,0.0,0.0,0.0,0.0
648,8/5/2016 17:45,0.0,0.0,0.0,0.0,0.0
649,8/5/2016 18:00,0.0,0.0,0.0,0.0,0.0
650,8/5/2016 18:15,0.0,0.0,0.0,0.0,0.0
651,8/5/2016 18:30,0.0,0.0,0.0,0.0,0.0
652,8/5/2016 18:45,0.0,0.0,0.0,0.0,0.0
653,8/5/2016 19:00,0.0,0.0,0.0,0.0,0.0
654,8/5/2016 19:15,0.0,0.0,0.0,0.0,0.0
655,8/5/2016 19:30,0.0,0.0,0.0,0.0,0.0
656,8/5/2016 19:45,0.0,0.0,0.0,0.0,0.0
657,8/5/2016 20:00,0.0,0.0,0.0,0.0,0.0
658,8/5/2016 20:15,0.0,0.0,0.0,0.0,0.0
659,8/5/2016 20:30,0.0,0.0,0.0,0.0,0.0
660,8/5/2016 20:45,0.0,0.0,0.0,0.0,0.0
661,8/5/2016 21:00,0.0,0.0,0.0,0.0,0.0
662,8/5/2016 21:15,0.0,0.0,0.0,0.0,0.0
663,8/5/2016 21:30,0.0,0.0,0.0,0.0,0.0
664,8/5/2016 21:45,0.0,0.0,0.0,0.0,0.0
665,8/5/2016 22:00,0.0,0.0,0.0,0.0,0.0
666,8/5/2016 22:15,0.0,0.0,0.0,0.0,0.0
667,8/5/2016 22:30,0.0,0.0,0.0,0.0,0.0
668,8/5/2016 22:45,0.0,0.0,0.0,0.0,0.0
669,8/5/2016 23:00,0.0,0.0,0.0,0.0,0.0
670,8/5/2016 23:15,0.0,0.0,0.0,0.0,0.0
671,8/5/2016 23:30,0.0,0.0,0.0,0.0,0.0
672,8/5/2016 23:45,0.0,0.0,0.0,0.0,0.0
673,8/6/2016 0:00,0.0,0.0,0.0,0.0,0.0
674,8/6/2016 0:15,0.0,0.0,0.0,0.0,0.0
675,8/6/2016 0:30,0.0,0.0,0.0,0.0,0.0
676,8/6/2016 0:45,0.0,0.0,0.0,0.0,0.0
677,8/6/2016 1:00,0.0,0.0,0.0,0.0,0.0
678,8/6/2016 1:15,0.0,0.0,0.0,0.0,0.0
679,8/6/2016 1:30,0.0,0.0,0.0,0.0,0.0
680,8/6/2016 1:45,0.0,0.0,0.0,0.0,0.0
681,8/6/2016 2:00,0.0,0.0,0.0,0.0,0.0
682,8/6/2016 2:15,0.0,0.0,0.0,0.0,0.0
683,8/6/2016 2:30,0.0,0.0,0.0,0.0,0.0
684,8/6/2016 2:45,0.0,0.0,0.0,0.0,0.0
685,8/6/2016 3:00,0.0,0.0,0.0,0.0,0.0
686,8/6/2016 3:15,0.0,0.0,0.0,0.0,0.0
687,8/6/2016 3:30,0.0,0.0,0.0,0.0,0.0
688,8/6/2016 3:45,0.0,0.0,0.0,0.0,0.0
689,8/6/2016 4:00,0.0,0.0,0.0,0.0,0.0
690,8/6/2016 4:15,0.0,0.0,0.0,0.0,0.0
691,8/6/2016 4:30,0.0,0.0,0.0,0.0,0.0
692,8/6/2016 4:45,0.0,0.0,0.0,0.0,0.0
693,8/6/2016 5:00,0.0,0.0,0.0,0.0,0.0
694,8/6/2016 5:15,0.0,0.0,0.0,0.0,0.0
695,8/6/2016 5:30,0.0,0.0,0.0,0.0,0.0
696,8/6/2016 5:45,0.0,0.0,0.0,0.0,0.0
697,8/6/2016 6:00,0.0,0.0,0.0,0.0,0.0
698,8/6/2016 6:15,0.0,0.0,0.0,0.0,0.0
699,8/6/2016 6:30,0.0,0.0,0.0,0.0,0.0
700,8/6/2016 6:45,0.0,0.0,0.0,0.0,0.0
701,8/6/2016 7:00,0.0,0.0,0.0,0.0,0.0
702,8/6/2016 7:15,0.0,0.0,0.0,0.0,0.0
703,8/6/2016 7:30,0.0,0.0,0.0,0.0,0.0
704,8/6/2016 7:45,0.0,0.0,0.0,0.0,0.0
705,8/6/2016 8:00,0.0,0.0,0.0,0.0,0.0
706,8/6/2016 8:15,0.0,0.0,0.0,0.0,0.0
707,8/6/2016 8:30,0.0,0.0,0.0,0.0,0.0
708,8/6/2016 8:45,0.0,0.0,0.0,0.0,0.0
709,8/6/2016 9:00,0.0,0.0,0.0,0.0,0.0
710,8/6/2016 9:15,0.0,0.0,0.0,0.0,0.0
711,8/6/2016 9:30,0.0,0.0,0.0,0.0,0.0
712,8/6/2016 9:45,0.0,0.0,0.0,0.0,0.0
713,8/6/2016 10:00,0.0,0.0,0.0,0.0,0.0
714,8/6/2016 10:15,0.0,0.0,0.0,0.0,0.0
715,8/6/2016 10:30,0.0,0.0,0.0,0.0,0.0
716,8/6/2016 10:45,0.0,0.0,0.0,0.0,0.0
717,8/6/2016 11:00,0.0,0.0,0.0,0.0,0.0
718,8/6/2016 11:15,0.0,0.0,0.0,0.0,0.0
719,8/6/2016 11:30,0.0,0.0,0.0,0.0,0.0
720,8/6/2016 11:45,0.0,0.0,0.0,0.0,0.0
721,8/6/2016 12:00,0.0,0.0,0.0,0.0,0.0
722,8/6/2016 12:15,0.0,0.0,0.0,0.0,0.0
723,8/6/2016 12:30,0.0,0.0,0.0,0.0,0.0
724,8/6/2016 12:45,0.0,0.0,0.0,0.0,0.0
725,8/6/2016 13:00,0.0,0.0,0.0,0.0,0.0
726,8/6/2016 13:15,0.0,0.0,0.0,0.0,0.0
727,8/6/2016 13:30,0.0,0.0,0.0,0.0,0.0
728,8/6/2016 13:45,0.0,0.0,0.0,0.0,0.0
729,8/6/2016 14:00,0.0,0.0,0.0,0.0,0.0
730,8/6/2016 14:15,0.0,0.0,0.0,0.0,0.0
731,8/6/2016 14:30,0.0,0.0,0.0,0.0,0.0
732,8/6/2016 14:45,0.0,0.0,0.0,0.0,0.0
733,8/6/2016 15:00,0.0,0.0,0.0,0.0,0.0
734,8/6/2016 15:15,0.0,0.0,0.0,0.0,0.0
735,8/6/2016 15:30,0.0,0.0,0.0,0.0,0.0
736,8/6/2016 15:45,0.0,0.0,0.0,0.0,0.0
737,8/6/2016 16:00,0.0,0.0,0.0,0.0,0.0
738,8/6/2016 16:15,0.0,0.0,0.0,0.0,0.0
739,8/6/2016 16:30,0.0,0.0,0.0,0.0,0.0
740,8/6/2016 16:45,0.0,0.0,0.0,0.0,0.0
741,8/6/2016 17:00,0.0,0.0,0.0,0.0,0.0
742,8/6/2016 17:15,0.0,0.0,0.0,0.0,0.0
743,8/6/2016 17:30,0.0,0.0,0.0,0.0,0.0
744,8/6/2016 17:45,0.0,0.0,0.0,0.0,0.0
745,8/6/2016 18:00,0.0,0.0,0.0,0.0,0.0
746,8/6/2016 18:15,0.0,0.0,0.0,0.0,0.0
747,8/6/2016 18:30,0.0,0.0,0.0,0.0,0.0
748,8/6/2016 18:45,0.0,0.0,0.0,0.0,0.0
749,8/6/2016 19:00,0.0,0.0,0.0,0.0,0.0
750,8/6/2016 19:15,0.0,0.0,0.0,0.0,0.0
751,8/6/2016 19:30,0.0,0.0,0.0,0.0,0.0
752,8/6/2016 19:45,0.0,0.0,0.0,0.0,0.0
753,8/6/2016 20:00,0.0,0.0,0.0,0.0,0.0
754,8/6/2016 20:15,0.0,0.0,0.0,0.0,0.0
755,8/6/2016 20:30,0.0,0.0,0.0,0.0,0.0
756,8/6/2016 20:45,0.0,0.0,0.0,0.0,0.0
757,8/6/2016 21:00,0.0,0.0,0.0,0.0,0.0
758,8/6/2016 21:15,0.0,0.0,0.0,0.0,0.0
759,8/6/2016 21:30,0.0,0.0,0.0,0.0,0.0
760,8/6/2016 21:45,0.0,0.0,0.0,0.0,0.0
761,8/6/2016 22:00,0.0,0.0,0.0,0.0,0.0
762,8/6/2016 22:15,0.0,0.0,0.0,0.0,0.0
763,8/6/2016 22:30,0.0,0.0,0.0,0.0,0.0
764,8/6/2016 22:45,0.0,0.0,0.0,0.0,0.0
765,8/6/2016 23:00,0.0,0.0,0.0,0.0,0.0
766,8/6/2016 23:15,0.0,0.0,0.0,0.0,0.0
767,8/6/2016 23:30,0.0,0.0,0.0,0.0,0.0
768,8/6/2016 23:45,0.0,0.0,0.0,0.0,0.0
769,8/7/2016 0:00,0.0,0.0,0.0,0.0,0.0
770,8/7/2016 0:15,0.0,0.0,0.0,0.0,0.0
771,8/7/2016 0:30,0.0,0.0,0.0,0.0,0.0
772,8/7/2016 0:45,0.0,0.0,0.0,0.0,0.0
773,8/7/2016 1:00,0.0,0.0,0.0,0.0,0.0
774,8/7/2016 1:15,0.0,0.0,0.0,0.0,0.0
775,8/7/2016 1:30,0.0,0.0,0.0,0.0,0.0
776,8/7/2016 1:45,0.0,0.0,0.0,0.0,0.0
777,8/7/2016 2:00,0.0,0.0,0.0,0.0,0.0
778,8/7/2016 2:15,0.0,0.0,0.0,0.0,0.0
779,8/7/2016 2:30,0.0,0.0,0.0,0.0,0.0
780,8/7/2016 2:45,0.0,0.0,0.0,0.0,0.0
781,8/7/2016 3:00,0.0,0.0,0.0,0.0,0.0
782,8/7/2016 3:15,0.0,0.0,0.0,0.0,0.0
783,8/7/2016 3:30,0.0,0.0,0.0,0.0,0.0
784,8/7/2016 3:45,0.0,0.0,0.0,0.0,0.0
785,8/7/2016 4:00,0.0,0.0,0.0,0.0,0.0
786,8/7/2016 4:15,0.0,0.0,0.0,0.0,0.0
787,8/7/2016 4:30,0.0,0.0,0.0,0.0,0.0
788,8/7/2016 4:45,0.0,0.0,0.0,0.0,0.0
789,8/7/2016 5:00,0.0,0.0,0.0,0.0,0.0
790,8/7/2016 5:15,0.0,0.0,0.0,0.0,0.0
791,8/7/2016 5:30,0.0,0.0,0.0,0.0,0.0
792,8/7/2016 5:45,0.0,0.0,0.0,0.0,0.0
793,8/7/2016 6:00,0.0,0.0,0.0,0.0,0.0
794,8/7/2016 6:15,0.0,0.0,0.0,0.0,0.0
795,8/7/2016 6:30,0.0,0.0,0.0,0.0,0.0
796,8/7/2016 6:45,0.0,0.0,0.0,0.0,0.0
797,8/7/2016 7:00,0.0,0.0,0.0,0.0,0.0
798,8/7/2016 7:15,0.0,0.0,0.0,0.0,0.0
799,8/7/2016 7:30,0.0,0.0,0.0,0.0,0.0
800,8/7/2016 7:45,0.0,0.0,0.0,0.0,0.0
801,8/7/2016 8:00,0.0,0.0,0.0,0.0,0.0
802,8/7/2016 8:15,0.0,0.0,0.0,0.0,0.0
803,8/7/2016 8:30,0.0,0.0,0.0,0.0,0.0
804,8/7/2016 8:45,0.0,0.0,0.0,0.0,0.0
805,8/7/2016 9:00,0.0,0.0,0.0,0.0,0.0
806,8/7/2016 9:15,0.0,0.0,0.0,0.0,0.0
807,8/7/2016 9:30,0.0,0.0,0.0,0.0,0.0
808,8/7/2016 9:45,0.0,0.0,0.0,0.0,0.0
809,8/7/2016 10:00,0.0,0.0,0.0,0.0,0.0
810,8/7/2016 10:15,0.0,0.0,0.0,0.0,0.0
811,8/7/2016 10:30,0.0,0.0,0.0,0.0,0.0
812,8/7/2016 10:45,0.0,0.0,0.0,0.0,0.0
813,8/7/2016 11:00,34.3,0.0,0.0,0.0,0.0
814,8/7/2016 11:15,6.9,0.0,0.0,0.0,0.0
815,8/7/2016 11:30,0.0,0.0,0.0,0.0,0.0
816,8/7/2016 11:45,0.0,0.0,0.0,0.0,0.0
817,8/7/2016 12:00,0.0,0.0,0.0,0.0,0.0
818,8/7/2016 12:15,0.0,0.0,0.0,0.0,0.0
819,8/7/2016 12:30,0.0,0.0,0.0,0.0,0.0
820,8/7/2016 12:45,0.0,0.0,0.0,0.0,0.0
821,8/7/2016 13:00,0.0,0.0,0.0,0.0,0.0
822,8/7/2016 13:15,0.0,0.0,0.0,0.0,0.0
823,8/7/2016 13:30,0.0,0.0,0.0,0.0,0.0
824,8/7/2016 13:45,6.9,0.0,0.0,0.0,0.0
825,8/7/2016 14:00,68.5,0.0,0.0,0.0,0.0
826,8/7/2016 14:15,34.3,0.0,0.0,0.0,0.0
827,8/7/2016 14:30,0.0,0.0,0.0,0.0,0.0
828,8/7/2016 14:45,0.0,0.0,0.0,0.0,0.0
829,8/7/2016 15:00,0.0,0.0,0.0,0.0,0.0
830,8/7/2016 15:15,0.0,0.0,0.0,0.0,0.0
831,8/7/2016 15:30,0.0,0.0,0.0,0.0,0.0
832,8/7/2016 15:45,0.0,0.0,0.0,0.0,0.0
833,8/7/2016 16:00,0.0,0.0,0.0,0.0,0.0
834,8/7/2016 16:15,0.0,0.0,0.0,0.0,0.0
835,8/7/2016 16:30,0.0,0.0,0.0,0.0,0.0
836,8/7/2016 16:45,0.0,0.0,0.0,0.0,0.0
837,8/7/2016 17:00,0.0,0.0,0.0,0.0,0.0
838,8/7/2016 17:15,0.0,0.0,0.0,0.0,0.0
839,8/7/2016 17:30,0.0,0.0,0.0,0.0,0.0
840,8/7/2016 17:45,0.0,0.0,0.0,0.0,0.0
841,8/7/2016 18:00,0.0,0.0,0.0,0.0,0.0
842,8/7/2016 18:15,0.0,0.0,0.0,0.0,0.0
843,8/7/2016 18:30,0.0,0.0,0.0,0.0,0.0
844,8/7/2016 18:45,0.0,0.0,0.0,0.0,0.0
845,8/7/2016 19:00,0.0,0.0,0.0,0.0,0.0
846,8/7/2016 19:15,0.0,0.0,0.0,0.0,0.0
847,8/7/2016 19:30,0.0,0.0,0.0,0.0,0.0
848,8/7/2016 19:45,0.0,0.0,0.0,0.0,0.0
849,8/7/2016 20:00,0.0,0.0,0.0,0.0,0.0
850,8/7/2016 20:15,0.0,0.0,0.0,0.0,0.0
851,8/7/2016 20:30,0.0,0.0,0.0,0.0,0.0
852,8/7/2016 20:45,0.0,0.0,0.0,0.0,0.0
853,8/7/2016 21:00,0.0,0.0,0.0,0.0,0.0
854,8/7/2016 21:15,0.0,0.0,0.0,0.0,0.0
855,8/7/2016 21:30,0.0,0.0,0.0,0.0,0.0
856,8/7/2016 21:45,0.0,0.0,0.0,0.0,0.0
857,8/7/2016 22:00,0.0,0.0,0.0,0.0,0.0
858,8/7/2016 22:15,0.0,0.0,0.0,0.0,0.0
859,8/7/2016 22:30,0.0,0.0,0.0,0.0,0.0
860,8/7/2016 22:45,0.0,0.0,0.0,0.0,0.0
861,8/7/2016 23:00,0.0,0.0,0.0,0.0,0.0
862,8/7/2016 23:15,0.0,0.0,0.0,0.0,0.0
863,8/7/2016 23:30,0.0,0.0,0.0,0.0,0.0
864,8/7/2016 23:45,0.0,0.0,0.0,0.0,0.0
865,8/8/2016 0:00,0.0,0.0,0.0,0.0,0.0
866,8/8/2016 0:15,0.0,0.0,0.0,0.0,0.0
867,8/8/2016 0:30,0.0,0.0,0.0,0.0,0.0
868,8/8/2016 0:45,0.0,0.0,0.0,0.0,0.0
869,8/8/2016 1:00,0.0,0.0,0.0,0.0,0.0
870,8/8/2016 1:15,0.0,0.0,0.0,0.0,0.0
871,8/8/2016 1:30,0.0,0.0,0.0,0.0,0.0
872,8/8/2016 1:45,0.0,0.0,0.0,0.0,0.0
873,8/8/2016 2:00,0.0,0.0,0.0,0.0,0.0
874,8/8/2016 2:15,0.0,0.0,0.0,0.0,0.0
875,8/8/2016 2:30,0.0,0.0,0.0,0.0,0.0
876,8/8/2016 2:45,0.0,0.0,0.0,0.0,0.0
877,8/8/2016 3:00,0.0,0.0,0.0,0.0,0.0
878,8/8/2016 3:15,0.0,0.0,0.0,0.0,0.0
879,8/8/2016 3:30,0.0,0.0,0.0,0.0,0.0
880,8/8/2016 3:45,0.0,0.0,0.0,0.0,0.0
881,8/8/2016 4:00,0.0,0.0,0.0,0.0,0.0
882,8/8/2016 4:15,0.0,0.0,0.0,0.0,0.0
883,8/8/2016 4:30,0.0,0.0,0.0,0.0,0.0
884,8/8/2016 4:45,0.0,0.0,0.0,0.0,0.0
885,8/8/2016 5:00,0.0,0.0,0.0,0.0,0.0
886,8/8/2016 5:15,0.0,0.0,0.0,0.0,0.0
887,8/8/2016 5:30,0.0,0.0,0.0,0.0,0.0
888,8/8/2016 5:45,0.0,0.0,0.0,0.0,0.0
889,8/8/2016 6:00,0.0,0.0,0.0,0.0,0.0
890,8/8/2016 6:15,0.0,0.0,0.0,0.0,0.0
891,8/8/2016 6:30,0.0,0.0,0.0,0.0,0.0
892,8/8/2016 6:45,0.0,0.0,0.0,0.0,0.0
893,8/8/2016 7:00,0.0,0.0,0.0,0.0,0.0
894,8/8/2016 7:15,0.0,0.0,0.0,0.0,0.0
895,8/8/2016 7:30,0.0,0.0,0.0,0.0,0.0
896,8/8/2016 7:45,54.8,0.0,0.0,0.0,0.0
897,8/8/2016 8:00,20.6,0.0,0.0,0.0,0.0
898,8/8/2016 8:15,0.0,0.0,0.0,0.0,0.0
899,8/8/2016 8:30,0.0,0.0,0.0,0.0,0.0
900,8/8/2016 8:45,0.0,0.0,0.0,0.0,0.0
901,8/8/2016 9:00,0.0,0.0,0.0,0.0,0.0
902,8/8/2016 9:15,0.0,0.0,0.0,0.0,0.0
903,8/8/2016 9:30,0.0,0.0,0.0,0.0,0.0
904,8/8/2016 9:45,0.0,0.0,0.0,0.0,0.0
905,8/8/2016 10:00,48.0,0.0,0.0,0.0,0.0
906,8/8/2016 10:15,54.8,0.0,0.0,0.0,0.0
907,8/8/2016 10:30,0.0,0.0,0.0,0.0,0.0
908,8/8/2016 10:45,20.6,0.0,0.0,0.0,0.0
909,8/8/2016 11:00,6.9,0.0,0.0,0.0,0.0
910,8/8/2016 11:15,0.0,0.0,0.0,0.0,0.0
911,8/8/2016 11:30,0.0,0.0,0.0,0.0,0.0
912,8/8/2016 11:45,0.0,0.0,0.0,0.0,0.0
913,8/8/2016 12:00,0.0,0.0,0.0,0.0,0.0
914,8/8/2016 12:15,6.9,0.0,0.0,0.0,0.0
915,8/8/2016 12:30,13.7,0.0,0.0,0.0,0.0
916,8/8/2016 12:45,102.8,0.0,0.0,0.0,0.0
917,8/8/2016 13:00,0.0,0.0,0.0,0.0,0.0
918,8/8/2016 13:15,0.0,0.0,0.0,0.0,0.0
919,8/8/2016 13:30,0.0,0.0,0.0,0.0,0.0
920,8/8/2016 13:45,0.0,0.0,0.0,0.0,0.0
921,8/8/2016 14:00,0.0,0.0,0.0,0.0,0.0
922,8/8/2016 14:15,0.0,0.0,0.0,0.0,0.0
923,8/8/2016 14:30,0.0,0.0,0.0,0.0,0.0
924,8/8/2016 14:45,0.0,0.0,0.0,0.0,0.0
925,8/8/2016 15:00,0.0,0.0,0.0,0.0,0.0
926,8/8/2016 15:15,0.0,0.0,0.0,0.0,0.0
927,8/8/2016 15:30,0.0,0.0,0.0,0.0,0.0
928,8/8/2016 15:45,0.0,0.0,0.0,0.0,0.0
929,8/8/2016 16:00,0.0,0.0,0.0,0.0,0.0
930,8/8/2016 16:15,0.0,0.0,0.0,0.0,0.0
931,8/8/2016 16:30,0.0,0.0,0.0,0.0,0.0
932,8/8/2016 16:45,0.0,0.0,0.0,0.0,0.0
933,8/8/2016 17:00,0.0,0.0,0.0,0.0,0.0
934,8/8/2016 17:15,0.0,0.0,0.0,0.0,0.0
935,8/8/2016 17:30,0.0,0.0,0.0,0.0,0.0
936,8/8/2016 17:45,0.0,0.0,0.0,0.0,0.0
